agent_id,t,x,y,dmin,episode_return,ema_return,recent_mean,collected,since_last_collect,pos_regret_sum,regret_max,action_dist
7,50,3.087,10.3976,2.5118,-0.648725,-0.008608,-0.012975,0,0,0.066704,0.044218,"[0.2, 0.34, 0.22, 0.14, 0.1]"
7,100,3.6775,9.9829,2.8522,-1.286795,-0.011221,-0.012868,0,0,0.0,0.0,"[0.16, 0.3, 0.35, 0.11, 0.08]"
7,150,3.0849,9.4162,2.126,-1.751571,-0.01,-0.011677,0,0,0.057572,0.02859,"[0.166667, 0.306667, 0.326667, 0.106667, 0.093333]"
7,200,2.3903,8.6912,1.4241,-2.221194,-0.009704,-0.011106,0,0,0.14171,0.06205,"[0.21, 0.28, 0.305, 0.105, 0.1]"
7,250,1.5643,7.9623,1.1813,-2.742615,-0.010695,-0.010469,0,0,0.042863,0.020954,"[0.244, 0.284, 0.28, 0.096, 0.096]"
7,300,1.2494,6.9413,4.2232,-3.901013,-0.017365,-0.013071,0,0,0.019054,0.006351,"[0.246667, 0.29, 0.286667, 0.086667, 0.09]"
7,350,0.7561,6.0225,3.7644,-4.409237,-0.012473,-0.013288,0,0,0.326094,0.163794,"[0.26, 0.28, 0.28, 0.091429, 0.088571]"
7,400,0.1011,5.6633,3.9366,-5.073683,-0.013194,-0.014262,0,0,0.190408,0.076897,"[0.2575, 0.27, 0.2825, 0.0875, 0.1025]"
7,450,0.3192,6.0752,4.0797,-5.722296,-0.012588,-0.014898,0,0,0.157737,0.062717,"[0.246667, 0.251111, 0.304444, 0.088889, 0.108889]"
7,500,1.1082,5.3314,4.3328,-6.362923,-0.012009,-0.01231,0,0,0.06737,0.035231,"[0.26, 0.244, 0.302, 0.09, 0.104]"
7,550,1.9912,4.6136,3.7471,-6.805781,-0.010111,-0.011983,0,0,0.395414,0.165823,"[0.272727, 0.245455, 0.294545, 0.087273, 0.1]"
7,600,2.9874,4.3104,3.8612,-7.418601,-0.011522,-0.011725,0,0,0.191518,0.071835,"[0.278333, 0.25, 0.285, 0.086667, 0.1]"
7,650,3.1686,3.6918,3.4566,-7.977692,-0.010704,-0.011277,0,0,0.154103,0.064561,"[0.269231, 0.249231, 0.287692, 0.084615, 0.109231]"
7,700,3.6044,2.7052,3.113,-8.488969,-0.010407,-0.01063,0,0,0.221256,0.086653,"[0.275714, 0.25, 0.281429, 0.084286, 0.108571]"
7,750,3.6981,1.6269,2.77,-8.980361,-0.009865,-0.010873,0,0,0.164853,0.069546,"[0.28, 0.253333, 0.28, 0.081333, 0.105333]"
7,800,3.7914,0.6136,4.431,-9.852572,-0.014683,-0.01217,0,0,0.184137,0.102932,"[0.27625, 0.255, 0.28875, 0.07875, 0.10125]"
7,850,3.1784,-0.0597,5.2431,-10.604984,-0.014881,-0.013136,0,0,0.051913,0.033115,"[0.268235, 0.262353, 0.289412, 0.078824, 0.101176]"
7,900,2.4511,-0.6732,6.1592,-11.378209,-0.015324,-0.014446,0,0,0.068679,0.05434,"[0.265556, 0.263333, 0.291111, 0.08, 0.1]"
7,950,2.6134,-1.646,6.5045,-12.037272,-0.013572,-0.015285,0,0,0.178058,0.100971,"[0.274737, 0.26, 0.285263, 0.083158, 0.096842]"
7,1000,3.0815,-2.6043,6.7373,-12.663824,-0.013263,-0.014056,0,0,0.050206,0.031954,"[0.279, 0.258, 0.284, 0.082, 0.097]"
7,1050,2.2607,-2.7182,7.4297,-13.352313,-0.013311,-0.013737,0,0,0.159056,0.093448,"[0.28, 0.249524, 0.295238, 0.08, 0.095238]"
7,1100,2.518,-1.7887,7.0564,-13.847649,-0.011271,-0.012347,0,0,0.364995,0.170147,"[0.281818, 0.245455, 0.299091, 0.079091, 0.094545]"
7,1150,3.2287,-1.0126,6.1121,-14.198789,-0.008619,-0.010808,0,0,0.317352,0.11991,"[0.27913, 0.250435, 0.30087, 0.077391, 0.092174]"
7,1200,3.7377,-0.292,5.4185,-14.630071,-0.008701,-0.009831,0,0,0.196724,0.089897,"[0.28, 0.251667, 0.3, 0.0775, 0.090833]"
7,1250,3.4332,0.7616,5.5719,-15.190739,-0.010517,-0.009192,0,0,0.098754,0.050816,"[0.2784, 0.2568, 0.3008, 0.076, 0.088]"
7,1300,3.7613,1.7596,5.2935,-15.695067,-0.010083,-0.009237,0,0,0.426458,0.172106,"[0.28, 0.255385, 0.302308, 0.075385, 0.086923]"
7,1350,3.7094,2.8795,5.6145,-16.269266,-0.01131,-0.010352,0,0,0.579499,0.214515,"[0.28, 0.262222, 0.300741, 0.073333, 0.083704]"
