agent_id,t,x,y,dmin,episode_return,ema_return,recent_mean,collected,since_last_collect,pos_regret_sum,regret_max,action_dist
8,50,1.8403,9.0571,0.8423,-0.669144,-0.008395,-0.013383,0,0,0.237986,0.159407,"[0.18, 0.22, 0.38, 0.12, 0.1]"
8,100,2.2309,8.2166,1.4394,1.601438,0.037742,0.016014,1,8,7.605656,7.605656,"[0.23, 0.24, 0.31, 0.13, 0.09]"
8,150,3.3192,7.5295,0.6182,1.20566,0.008264,0.008038,1,58,0.186041,0.079216,"[0.34, 0.226667, 0.246667, 0.113333, 0.073333]"
8,200,4.0545,7.4477,1.1456,0.47018,-0.006148,0.002351,1,108,0.055867,0.034053,"[0.285, 0.235, 0.275, 0.12, 0.085]"
8,250,4.2877,6.4619,0.5442,0.030471,-0.007634,0.003498,1,158,0.04315,0.018425,"[0.284, 0.22, 0.308, 0.108, 0.08]"
8,300,3.7545,5.3929,1.306,5.318102,0.039177,0.018583,2,43,0.034904,0.027452,"[0.31, 0.22, 0.29, 0.1, 0.08]"
8,350,3.0808,5.4859,1.9798,4.603355,0.005357,0.016988,2,93,0.210644,0.138761,"[0.285714, 0.208571, 0.331429, 0.094286, 0.08]"
8,400,3.0907,6.3351,3.3363,3.72204,-0.010334,0.016259,2,143,0.098207,0.089435,"[0.2675, 0.22, 0.3325, 0.0975, 0.0825]"
8,450,4.0698,6.84,2.9345,3.242401,-0.009286,0.01606,2,193,0.41306,0.181135,"[0.275556, 0.217778, 0.333333, 0.093333, 0.08]"
8,500,5.1552,6.7674,1.8594,2.857428,-0.008507,-0.012303,2,243,0.083272,0.043512,"[0.29, 0.212, 0.322, 0.092, 0.084]"
8,550,6.1955,6.9845,0.8046,2.528383,-0.007364,-0.010375,2,293,0.188394,0.074532,"[0.289091, 0.227273, 0.316364, 0.087273, 0.08]"
8,600,6.842,7.3904,5.5133,5.03664,0.033943,0.006573,3,16,5.252739,5.252739,"[0.28, 0.256667, 0.301667, 0.083333, 0.078333]"
8,650,6.0934,7.7617,6.069,4.295515,0.003093,0.005266,3,66,0.172703,0.068434,"[0.283077, 0.255385, 0.292308, 0.092308, 0.076923]"
8,700,5.2562,8.1118,6.6994,3.579423,-0.008208,0.00361,3,116,0.06554,0.040627,"[0.281429, 0.248571, 0.3, 0.091429, 0.078571]"
8,750,5.6022,8.9003,7.305,2.888306,-0.011648,0.0018,3,166,0.091241,0.058244,"[0.269333, 0.252, 0.310667, 0.090667, 0.077333]"
8,800,5.7939,9.9202,8.2217,2.134978,-0.014002,-0.014508,3,216,0.121596,0.051072,"[0.275, 0.255, 0.30375, 0.09125, 0.075]"
8,850,5.7213,10.6768,8.9711,1.385097,-0.014764,-0.014552,3,266,0.086326,0.04099,"[0.264706, 0.258824, 0.308235, 0.095294, 0.072941]"
8,900,4.8094,11.0543,9.6,0.709313,-0.014206,-0.014351,3,316,0.026983,0.008994,"[0.265556, 0.256667, 0.312222, 0.093333, 0.072222]"
8,950,4.27,11.4522,10.1616,-0.023008,-0.014253,-0.014557,3,366,0.073121,0.035959,"[0.252632, 0.269474, 0.309474, 0.091579, 0.076842]"
8,1000,3.9798,12.2197,10.982,-0.757082,-0.014541,-0.01446,3,416,0.028184,0.009395,"[0.244, 0.268, 0.321, 0.091, 0.076]"
8,1050,3.1865,12.6994,11.7323,-1.50716,-0.014738,-0.014461,3,466,0.145356,0.057024,"[0.241905, 0.268571, 0.320952, 0.092381, 0.07619]"
8,1100,2.6635,13.5568,14.065,-2.523695,-0.019021,-0.016165,3,516,0.060287,0.043923,"[0.240909, 0.273636, 0.32, 0.09, 0.075455]"
8,1150,2.7758,13.0785,13.5879,-3.118279,-0.01414,-0.015476,3,566,2.347462,0.860183,"[0.230435, 0.28087, 0.313043, 0.096522, 0.07913]"
8,1200,3.3677,12.4608,12.77,-3.564685,-0.010712,-0.014038,3,616,0.07764,0.03118,"[0.226667, 0.285, 0.311667, 0.096667, 0.08]"
8,1250,4.0372,11.7363,11.8278,-3.916248,-0.008407,-0.012045,3,666,0.224314,0.139716,"[0.2224, 0.2864, 0.3184, 0.0952, 0.0776]"
8,1300,3.5007,10.9529,11.3712,-4.374922,-0.009197,-0.009256,3,716,0.056665,0.02666,"[0.222308, 0.283846, 0.323846, 0.093077, 0.076923]"
8,1350,2.4988,10.719,11.6929,-4.999275,-0.011353,-0.009405,3,766,0.016,0.004,"[0.222222, 0.282963, 0.326667, 0.092593, 0.075556]"
