agent_id,t,x,y,dmin,episode_return,ema_return,recent_mean,collected,since_last_collect,pos_regret_sum,regret_max,action_dist
13,50,2.2916,1.954,1.2634,2.63626,0.055581,0.052725,1,0,0.398284,0.398284,"[0.36, 0.18, 0.14, 0.22, 0.1]"
13,100,2.4906,2.1804,0.965,2.002289,0.012995,0.020023,1,50,0.087522,0.07767,"[0.2, 0.13, 0.47, 0.13, 0.07]"
13,150,1.7332,2.2751,1.4595,1.403391,-0.002712,0.009356,1,100,0.051736,0.022377,"[0.153333, 0.16, 0.493333, 0.12, 0.073333]"
13,200,1.641,2.3773,1.4949,0.896312,-0.007405,0.004482,1,150,0.157699,0.083849,"[0.12, 0.125, 0.4, 0.175, 0.18]"
13,250,1.6762,2.3962,1.455,0.404292,-0.008992,-0.01116,1,200,0.26809,0.1304,"[0.096, 0.108, 0.324, 0.24, 0.232]"
13,300,1.8087,2.3985,1.3345,-0.071616,-0.00931,-0.01037,1,250,0.336283,0.153443,"[0.083333, 0.113333, 0.276667, 0.263333, 0.263333]"
13,350,1.683,2.7872,1.3341,-0.571531,-0.010019,-0.009875,1,300,0.041865,0.025249,"[0.085714, 0.154286, 0.24, 0.262857, 0.257143]"
13,400,1.3463,2.6278,1.6642,-1.137556,-0.010607,-0.010169,1,350,0.227424,0.118712,"[0.085, 0.155, 0.22, 0.2675, 0.2725]"
13,450,1.3297,2.639,1.6718,-1.639066,-0.010243,-0.010217,1,400,0.4469,0.22845,"[0.075556, 0.14, 0.195556, 0.291111, 0.297778]"
13,500,1.2978,2.5749,1.6028,-2.125258,-0.009877,-0.010268,1,450,0.65803,0.315494,"[0.07, 0.128, 0.178, 0.318, 0.306]"
13,550,1.5022,2.0734,1.185,-2.541715,-0.008719,-0.009851,1,500,0.367526,0.14946,"[0.076364, 0.125455, 0.18, 0.321818, 0.296364]"
13,600,1.6768,2.1018,1.2931,-3.063317,-0.009889,-0.009629,1,550,0.425955,0.148679,"[0.071667, 0.128333, 0.168333, 0.336667, 0.295]"
13,650,0.9759,2.1527,1.1529,-3.535287,-0.009562,-0.009481,1,600,0.026913,0.012304,"[0.086154, 0.135385, 0.164615, 0.329231, 0.284615]"
13,700,1.5599,2.1337,1.2644,-4.057586,-0.010146,-0.009662,1,650,0.494845,0.177555,"[0.097143, 0.138571, 0.158571, 0.311429, 0.294286]"
13,750,1.6753,2.4478,1.4352,-4.59174,-0.010447,-0.01025,1,700,0.582489,0.209644,"[0.094667, 0.154667, 0.148, 0.312, 0.290667]"
13,800,0.8754,2.5499,1.5549,-5.11569,-0.010484,-0.010262,1,750,0.039064,0.028805,"[0.10375, 0.16, 0.15, 0.30125, 0.285]"
13,850,0.4561,2.2938,1.4034,-5.585393,-0.009722,-0.010251,1,800,0.017566,0.005855,"[0.112941, 0.16, 0.145882, 0.295294, 0.285882]"
13,900,0.8309,1.6915,0.7119,-5.94709,-0.007791,-0.009448,1,850,0.045994,0.038572,"[0.128889, 0.154444, 0.142222, 0.296667, 0.277778]"
13,950,1.364,1.1167,2.4946,-1.803633,0.038477,0.013941,2,33,12.378461,3.118608,"[0.132632, 0.16, 0.149474, 0.290526, 0.267368]"
13,1000,1.7936,0.9574,2.3722,-2.27915,0.00789,0.014183,2,83,0.02673,0.018365,"[0.131, 0.159, 0.149, 0.29, 0.271]"
13,1050,1.7535,0.8573,2.4788,-2.800475,-0.003771,0.013925,2,133,0.104271,0.057135,"[0.125714, 0.154286, 0.142857, 0.291429, 0.285714]"
13,1100,1.701,0.841,2.5197,-3.308637,-0.007827,0.013192,2,183,0.270089,0.140044,"[0.120909, 0.147273, 0.137273, 0.298182, 0.296364]"
13,1150,1.6411,0.9383,2.4693,-3.798557,-0.009086,-0.009975,2,233,0.399332,0.204666,"[0.115652, 0.145217, 0.133043, 0.302609, 0.303478]"
13,1200,1.4412,1.121,2.4414,-4.292995,-0.009593,-0.010069,2,283,21.002341,5.272485,"[0.114167, 0.141667, 0.13, 0.306667, 0.3075]"
13,1250,0.7875,1.196,2.8547,-4.875655,-0.011174,-0.010376,2,333,4.414091,4.414091,"[0.116, 0.1464, 0.1328, 0.3032, 0.3016]"
13,1300,0.3907,1.0892,3.2342,-5.45154,-0.011062,-0.010715,2,383,0.185574,0.117787,"[0.12, 0.141538, 0.13, 0.31, 0.298462]"
13,1350,0.4956,1.0372,3.1819,-5.941079,-0.010238,-0.010713,2,433,0.31733,0.183665,"[0.115556, 0.14, 0.125926, 0.317037, 0.301481]"
13,1400,0.3827,1.0707,3.2516,-6.455019,-0.010339,-0.01081,2,483,0.405507,0.218026,"[0.113571, 0.135, 0.122143, 0.327143, 0.302143]"
13,1450,0.4788,0.7748,3.3627,-6.977247,-0.010314,-0.010508,2,533,0.068154,0.044257,"[0.115862, 0.135172, 0.11931, 0.331724, 0.297931]"
13,1500,1.3206,0.9456,2.6535,-7.335403,-0.008204,-0.009419,2,583,0.087527,0.040596,"[0.118, 0.137333, 0.128, 0.326667, 0.29]"
13,1550,1.5434,0.7869,2.6494,-7.834591,-0.009428,-0.009468,2,633,0.536332,0.269635,"[0.117419, 0.133548, 0.127097, 0.327742, 0.294194]"
13,1600,1.6323,0.6163,2.7482,-8.35434,-0.010029,-0.009497,2,683,0.634906,0.319403,"[0.115625, 0.1325, 0.12375, 0.33125, 0.296875]"
13,1650,1.695,0.5561,2.7705,-8.858806,-0.010094,-0.009408,2,733,0.73892,0.366613,"[0.112727, 0.129091, 0.121818, 0.332727, 0.303636]"
13,1700,1.8233,0.2885,2.9558,-9.395872,-0.010302,-0.010302,2,783,0.16229,0.075548,"[0.111765, 0.131176, 0.119412, 0.335882, 0.301765]"
13,1750,1.764,0.3823,2.8949,-9.883679,-0.010029,-0.010245,2,833,0.374646,0.142022,"[0.108571, 0.133143, 0.116, 0.34, 0.302286]"
13,1800,1.5737,0.2051,3.1378,-10.432266,-0.010659,-0.01039,2,883,0.585849,0.220062,"[0.106667, 0.137222, 0.112778, 0.34, 0.303333]"
13,1850,1.6448,0.4028,2.9295,-10.890609,-0.00965,-0.010159,2,933,0.820186,0.305513,"[0.103784, 0.142162, 0.10973, 0.343243, 0.301081]"
13,1900,1.409,0.2326,3.1921,-11.443131,-0.010699,-0.010236,2,983,0.081315,0.045465,"[0.102105, 0.143684, 0.110526, 0.342105, 0.301579]"
13,1950,1.3397,0.284,3.1833,-11.941368,-0.010202,-0.010288,2,1033,0.333207,0.176603,"[0.099487, 0.140513, 0.109744, 0.344103, 0.306154]"
13,2000,1.3032,0.2993,3.1895,-12.442605,-0.01009,-0.010052,2,1083,0.558417,0.289208,"[0.097, 0.138, 0.107, 0.3485, 0.3095]"
13,2050,1.2773,0.3269,3.1801,-12.940725,-0.010006,-0.010251,2,1133,0.770363,0.395182,"[0.094634, 0.135122, 0.104878, 0.350244, 0.315122]"
13,2100,1.2419,0.3444,3.1849,-13.441679,-0.01001,-0.009993,2,1183,0.971305,0.495652,"[0.092381, 0.132381, 0.102857, 0.354762, 0.317619]"
13,2150,1.1592,0.2687,3.2938,-13.963457,-0.0103,-0.01011,2,1233,1.196535,0.59933,"[0.090698, 0.130233, 0.101395, 0.357209, 0.320465]"
13,2200,1.1401,0.2747,3.2994,-14.464594,-0.010129,-0.01011,2,1283,1.434444,0.707641,"[0.088636, 0.127273, 0.099545, 0.359091, 0.325455]"
13,2250,1.0791,0.253,3.352,-14.975103,-0.010217,-0.010172,2,1333,1.670685,0.815016,"[0.086667, 0.126222, 0.097333, 0.362222, 0.327556]"
