agent_id,t,x,y,dmin,episode_return,ema_return,recent_mean,collected,since_last_collect,pos_regret_sum,regret_max,action_dist
9,50,10.0754,2.9233,2.2036,-0.577075,-0.007296,-0.011541,0,0,0.344831,0.127832,"[0.2, 0.34, 0.24, 0.12, 0.1]"
9,100,9.1737,2.5902,1.5997,-1.0663,-0.009118,-0.010663,0,0,0.199048,0.086064,"[0.24, 0.28, 0.26, 0.11, 0.11]"
9,150,8.3017,2.9233,2.0461,-1.745583,-0.012013,-0.011637,0,0,0.097851,0.065688,"[0.22, 0.26, 0.313333, 0.113333, 0.093333]"
9,200,7.4537,3.3857,2.843,-2.474959,-0.013559,-0.012375,0,0,0.034001,0.017,"[0.22, 0.28, 0.305, 0.11, 0.085]"
9,250,6.3929,3.1582,3.3845,-3.183264,-0.014668,-0.013031,0,0,0.087243,0.060708,"[0.26, 0.276, 0.272, 0.112, 0.08]"
9,300,5.6862,2.3606,2.7613,-3.658615,-0.011252,-0.012962,0,0,0.121506,0.060682,"[0.283333, 0.266667, 0.256667, 0.106667, 0.086667]"
9,350,5.6449,1.4713,3.0549,-4.297346,-0.012559,-0.012759,0,0,0.025162,0.008387,"[0.274286, 0.291429, 0.242857, 0.105714, 0.085714]"
9,400,5.358,0.8595,3.1846,-5.013293,-0.01347,-0.012692,0,0,0.092372,0.041612,"[0.2725, 0.2675, 0.2475, 0.1075, 0.105]"
9,450,4.4804,0.7783,2.6698,-5.450314,-0.010171,-0.011335,0,0,0.011059,0.003686,"[0.268889, 0.257778, 0.273333, 0.102222, 0.097778]"
9,500,4.3572,1.8542,1.7762,-5.861605,-0.008768,-0.011015,0,0,0.292354,0.124091,"[0.282, 0.26, 0.262, 0.096, 0.1]"
9,550,3.6576,2.3459,0.9275,-6.261859,-0.008407,-0.009823,0,0,0.384635,0.162024,"[0.287273, 0.26, 0.261818, 0.096364, 0.094545]"
9,600,3.9806,1.7923,1.5557,-6.917497,-0.011813,-0.009521,0,0,0.122415,0.050089,"[0.293333, 0.261667, 0.265, 0.09, 0.09]"
9,650,5.005,1.7787,2.3477,-7.615895,-0.01298,-0.010828,0,0,0.14113,0.073744,"[0.287692, 0.273846, 0.266154, 0.087692, 0.084615]"
9,700,5.2743,2.6394,2.3027,-8.166896,-0.011423,-0.011526,0,0,0.07521,0.04479,"[0.28, 0.285714, 0.265714, 0.087143, 0.081429]"
9,750,4.1923,2.6654,1.2384,-8.524035,-0.008556,-0.011311,0,0,0.163207,0.075843,"[0.288, 0.285333, 0.26, 0.088, 0.078667]"
9,800,3.2186,3.1632,2.9425,-5.434864,0.053306,0.007413,1,6,7.700162,7.700162,"[0.295, 0.28, 0.26, 0.08625, 0.07875]"
9,850,2.1937,3.1892,3.3412,-6.054598,0.011161,0.007806,1,56,0.167294,0.086156,"[0.298824, 0.290588, 0.250588, 0.083529, 0.076471]"
9,900,1.7923,2.6355,4.0241,-6.841191,-0.00584,0.006629,1,106,0.122524,0.065737,"[0.288889, 0.285556, 0.257778, 0.085556, 0.082222]"
9,950,0.9327,2.9083,4.3551,-7.467388,-0.010115,0.005283,1,156,0.054332,0.027806,"[0.277895, 0.287368, 0.269474, 0.085263, 0.08]"
9,1000,0.1278,2.9354,4.9381,-8.153994,-0.01224,-0.013596,1,206,0.149336,0.112765,"[0.269, 0.29, 0.277, 0.085, 0.079]"
9,1050,-0.6384,3.4799,5.0625,-8.758869,-0.012511,-0.013521,1,256,0.089428,0.038534,"[0.271429, 0.293333, 0.271429, 0.084762, 0.079048]"
9,1100,-1.5544,3.5831,5.6937,-9.475102,-0.013674,-0.01317,1,306,0.048965,0.026193,"[0.269091, 0.291818, 0.274545, 0.082727, 0.081818]"
9,1150,-2.1161,4.4243,5.7279,-10.06194,-0.012214,-0.012973,1,356,0.194257,0.096624,"[0.270435, 0.288696, 0.276522, 0.083478, 0.08087]"
9,1200,-1.8668,5.3795,5.1296,-10.532276,-0.01041,-0.011891,1,406,0.192489,0.078885,"[0.269167, 0.288333, 0.2775, 0.0825, 0.0825]"
